"","diff(y)","lag(y, 1)","lag(x1, 1)","lag(x2, 1)","lag(x3, 1)","lag(diff(y), 1)","lag(diff(y), 2)","lag(diff(y), 3)","lag(diff(y), 4)","lag(diff(x1), 0)","lag(diff(x1), 1)","lag(diff(x1), 2)","lag(diff(x1), 3)","lag(diff(x1), 4)","lag(diff(x2), 0)","lag(diff(x2), 1)","lag(diff(x2), 2)","lag(diff(x2), 3)","lag(diff(x2), 4)","lag(diff(x3), 0)","lag(diff(x3), 1)","lag(diff(x3), 2)","lag(diff(x3), 3)","lag(diff(x3), 4)"
"242",0.504999999999995,121.505,117198,79500,0.05167,2.245,0.58499999999998,5.13500000000002,-2.2,378.922278976388,457.088504007028,518.241755753872,553.576625873437,563.093114365663,90.8373137953313,528.834095693004,813.398741094556,942.282322700776,915.484840511665,0.05833,0.02834,-0.15167,-0.005,0.00999999999999998
"243",11.615,122.01,117576.922278976,79590.8373137953,0.11,0.504999999999995,2.245,0.58499999999998,5.13500000000002,318.964714036163,378.922278976388,457.088504007028,518.241755753872,553.576625873437,-491.595895401551,90.8373137953313,528.834095693004,813.398741094556,942.282322700776,-0.023,0.05833,0.02834,-0.15167,-0.005
"244",-1.99000000000001,133.625,117895.886993013,79099.2414183938,0.087,11.615,0.504999999999995,2.245,0.58499999999998,286.02121752988,318.964714036163,378.922278976388,457.088504007028,518.241755753872,-1216.21660459845,-491.595895401551,90.8373137953313,528.834095693004,813.398741094556,-0.043,-0.023,0.05833,0.02834,-0.15167
"245",1.11500000000001,131.635,118181.908210542,77883.0248137953,0.044,-1.99000000000001,11.615,0.504999999999995,2.245,280.091789457569,286.02121752988,318.964714036163,378.922278976388,457.088504007028,-2083.02481379533,-1216.21660459845,-491.595895401551,90.8373137953313,528.834095693004,-0.032,-0.043,-0.023,0.05833,0.02834
"251",1.7,81.015,87354,1e+05,1.83833,5.78,-2.58499999999999,-1.05000000000001,2.92500000000001,446.769969940069,424.405188968856,401.490230196665,382.042520613904,366.062060220574,-684.692992133088,218.200378933456,987.46335859556,1509.63148983107,1784.70477263992,-0.20333,-0.445,-0.95334,-0.08833,-0.0449999999999999
"252",-5.015,82.715,87800.7699699401,99315.3070078669,1.635,1.7,5.78,-2.58499999999999,-1.05000000000001,452.514865148696,446.769969940069,424.405188968856,401.490230196665,382.042520613904,-1267.35892651533,-684.692992133088,218.200378933456,987.46335859556,1509.63148983107,-0.39167,-0.20333,-0.445,-0.95334,-0.08833
"253",2.42999999999999,77.7,88253.2848350888,98047.9480813516,1.24333,-5.015,1.7,5.78,-2.58499999999999,437.622447604313,452.514865148696,446.769969940069,424.405188968856,401.490230196665,-1416.33296719113,-1267.35892651533,-684.692992133088,218.200378933456,987.46335859556,-0.495,-0.39167,-0.20333,-0.445,-0.95334
"254",0.365000000000009,80.13,88690.9072826931,96631.6151141604,0.74833,2.42999999999999,-5.015,1.7,5.78,402.092717306921,437.622447604313,452.514865148696,446.769969940069,424.405188968856,-1131.61511416045,-1416.33296719113,-1267.35892651533,-684.692992133088,218.200378933456,-0.13166,-0.495,-0.39167,-0.20333,-0.445
"255",0.849999999999994,80.495,89093,95500,0.61667,0.365000000000009,2.42999999999999,-5.015,1.7,349.904935019134,402.092717306921,437.622447604313,452.514865148696,446.769969940069,-531.870304107593,-1131.61511416045,-1416.33296719113,-1267.35892651533,-684.692992133088,-0.30334,-0.13166,-0.495,-0.39167,-0.20333
"256",1.59999999999999,81.345,89442.9049350191,94968.1296958924,0.31333,0.849999999999994,0.365000000000009,2.42999999999999,-5.015,296.976143791326,349.904935019134,402.092717306921,437.622447604313,452.514865148696,-91.7582837696973,-531.870304107593,-1131.61511416045,-1416.33296719113,-1267.35892651533,-0.025,-0.30334,-0.13166,-0.495,-0.39167
"257",-2.535,82.945,89739.8810788105,94876.3714121227,0.28833,1.59999999999999,0.849999999999994,0.365000000000009,2.42999999999999,247.285604386096,296.976143791326,349.904935019134,402.092717306921,437.622447604313,70.056010168948,-91.7582837696973,-531.870304107593,-1131.61511416045,-1416.33296719113,-0.03416,-0.025,-0.30334,-0.13166,-0.495
"258",2.52500000000001,80.41,89987.1666831966,94946.4274222917,0.25417,-2.535,1.59999999999999,0.849999999999994,0.365000000000009,200.833316803444,247.285604386096,296.976143791326,349.904935019134,402.092717306921,-46.4274222916574,70.056010168948,-91.7582837696973,-531.870304107593,-1131.61511416045,0.00583,-0.03416,-0.025,-0.30334,-0.13166
"259",1.22,82.935,90188,94900,0.26,2.52500000000001,-2.535,1.59999999999999,0.849999999999994,159.250914983379,200.833316803444,247.285604386096,296.976143791326,349.904935019134,-333.138291436539,-46.4274222916574,70.056010168948,-91.7582837696973,-531.870304107593,-0.01,0.00583,-0.03416,-0.025,-0.30334
"260",0.0450000000000017,84.155,90347.2509149834,94566.8617085635,0.25,1.22,2.52500000000001,-2.535,1.59999999999999,129.064934685986,159.250914983379,200.833316803444,247.285604386096,296.976143791326,-357.795438405868,-333.138291436539,-46.4274222916574,70.056010168948,-91.7582837696973,0.24833,-0.01,0.00583,-0.03416,-0.025
"261",4.46499999999999,84.2,90476.3158496694,94209.0662701576,0.49833,0.0450000000000017,1.22,2.52500000000001,-2.535,111.907009851304,129.064934685986,159.250914983379,200.833316803444,247.285604386096,-12.3285734846577,-357.795438405868,-333.138291436539,-46.4274222916574,70.056010168948,0.20167,0.24833,-0.01,0.00583,-0.03416
"262",1.87,88.665,90588.2228595207,94196.7376966729,0.7,4.46499999999999,0.0450000000000017,1.22,2.52500000000001,107.777140479331,111.907009851304,129.064934685986,159.250914983379,200.833316803444,703.262303327065,-12.3285734846577,-357.795438405868,-333.138291436539,-46.4274222916574,0.0166700000000001,0.20167,0.24833,-0.01,0.00583
"263",-3.285,90.535,90696,94900,0.71667,1.87,4.46499999999999,0.0450000000000017,1.22,114.435155047366,107.777140479331,111.907009851304,129.064934685986,159.250914983379,1623.79846985376,703.262303327065,-12.3285734846577,-357.795438405868,-333.138291436539,0.05833,0.0166700000000001,0.20167,0.24833,-0.01
"264",2.08500000000001,87.25,90810.4351550474,96523.7984698538,0.775,-3.285,1.87,4.46499999999999,0.0450000000000017,122.9203674647,114.435155047366,107.777140479331,111.907009851304,129.064934685986,2088.56503739317,1623.79846985376,703.262303327065,-12.3285734846577,-357.795438405868,-0.02667,0.05833,0.0166700000000001,0.20167,0.24833
"265",4.44499999999999,89.335,90933.3555225121,98612.3635072469,0.74833,2.08500000000001,-3.285,1.87,4.46499999999999,130.992606208674,122.9203674647,114.435155047366,107.777140479331,111.907009851304,1932.3832837697,2088.56503739317,1623.79846985376,703.262303327065,-12.3285734846577,0.04167,-0.02667,0.05833,0.0166700000000001,0.20167
