Zinssätze für Kundengeschäfte der Banken / Taux d'intérêt des opérations avec la clientèle des banques / Interest rates on bank customer loans and deposits,,,
"4.1 Zinssätze für Hypothekarkredite
4.1 Taux d'intérêt des prêts hypothécaires
4.1 Interest rates on mortgage loans",,,
In Prozent / En pour-cent / In percent,,,
"Monatsanfang
Début de mois
Beginning of month","Variable 1. Hypotheken 
Prêts hypothécaires en 1er rang et à taux variable
Variable first mortgages",,
,"Kantonalbanken¹
Banques cantonales¹
Cantonal banks¹",,
,"Alte²
Anciennes hypothèques²
Existing²","Neue
Nouvelles hypothèques
New",
,,"Wohnbau²
Construction de logements²
Residential construction²","Landwirtschaft
Agriculture
"
,4,5A,5B
1986 03,5.49,5.49,-
1986 04,5.49,5.49,-
1986 05,5.48,5.47,-
1986 06,5.48,5.47,-
1986 07,5.48,5.47,-
1986 08,5.48,5.47,-
1986 09,5.48,5.47,-
1986 10,5.48,5.47,-
1986 11,5.48,5.47,-
1986 12,5.48,5.27,-
1987 01,5.32,5.25,-
1987 02,5.32,5.25,-
1987 03,5.29,5.24,-
1987 04,5.25,5.24,-
1987 05,5.25,5.23,-
1987 06,5.25,5.23,-
1987 07,5.25,5.23,-
1987 08,5.25,5.23,-
1987 09,5.24,5.23,-
1987 10,5.23,5.23,-
1987 11,5.23,5.23,-
1987 12,5.23,5.23,-
1988 01,5.23,5.23,-
1988 02,5.23,5.23,-
1988 03,5.23,5.23,-
1988 04,5.23,5.23,-
1988 05,5.09,5.02,-
1988 06,5.07,5,-
1988 07,5.04,4.99,-
1988 08,5,4.99,-
1988 09,5,4.99,-
1988 10,5,4.99,-
1988 11,5,4.99,-
1988 12,5,4.99,-
1989 01,5,4.99,-
1989 02,5,5.03,-
1989 03,5.07,5.42,-
1989 04,5.11,5.45,-
1989 05,5.21,5.44,-
1989 06,5.44,5.83,-
1989 07,5.53,6.23,-
1989 08,5.51,6.24,-
1989 09,5.61,6.3,-
1989 10,5.89,6.36,-
1989 11,5.91,6.41,-
1989 12,5.92,6.49,-
1990 01,5.92,6.65,-
1990 02,6,7.03,-
1990 03,6.01,7.23,-
1990 04,6.13,7.28,-
1990 05,6.18,7.28,-
1990 06,6.28,7.38,-
1990 07,6.39,7.46,-
1990 08,6.41,7.5,-
1990 09,6.41,7.68,-
1990 10,6.45,7.81,-
1990 11,6.48,7.85,-
1990 12,6.48,7.92,-
1991 01,6.63,7.97,-
1991 02,6.71,7.99,-
1991 03,6.76,7.88,-
1991 04,6.82,7.82,-
1991 05,6.83,7.8,-
1991 06,6.83,7.79,-
1991 07,6.87,7.79,-
1991 08,6.87,7.79,-
1991 09,6.87,7.76,-
1991 10,6.87,7.76,-
1991 11,6.87,7.76,-
1991 12,6.87,7.8,-
1992 01,6.88,7.83,-
1992 02,6.88,7.83,-
1992 03,6.88,7.82,-
1992 04,6.87,7.8,-
1992 05,6.87,7.81,-
1992 06,6.88,7.81,-
1992 07,6.89,7.83,-
1992 08,6.92,7.87,-
1992 09,6.94,7.89,-
1992 10,6.95,7.89,-
1992 11,6.95,7.68,-
1992 12,6.95,7.55,-
1993 01,6.95,7.5,-
1993 02,6.95,7.05,-
1993 03,6.95,7.02,-
1993 04,6.95,6.73,-
1993 05,6.9,6.54,-
1993 06,6.88,6.46,-
1993 07,6.72,6.15,-
1993 08,6.52,6.01,-
1993 09,6.51,6.01,-
1993 10,6.11,5.97,-
1993 11,6.02,5.81,-
1993 12,5.99,5.58,-
1994 01,5.91,5.54,-
1994 02,5.87,5.5,-
1994 03,5.83,5.5,-
1994 04,5.57,5.5,-
1994 05,5.5,5.5,-
1994 06,5.5,5.5,-
1994 07,5.5,5.52,-
1994 08,5.5,5.5,-
1994 09,5.5,5.5,-
1994 10,5.5,5.5,-
1994 11,5.5,5.5,-
1994 12,5.5,5.5,-
1995 01,5.5,5.52,-
1995 02,5.5,5.52,-
1995 03,5.54,5.58,-
1995 04,5.56,5.6,-
1995 05,5.56,5.58,-
1995 06,5.56,5.58,-
1995 07,5.56,5.56,-
1995 08,5.56,5.52,-
1995 09,5.53,5.53,-
1995 10,5.49,5.33,-
1995 11,5.48,5.29,-
1995 12,5.44,5.1,-
1996 01,5.31,5.03,-
1996 02,5.26,5.01,-
1996 03,5.23,5.02,-
1996 04,5.1,5,-
1996 05,5.02,5,-
1996 06,5,5,-
1996 07,5,5,-
1996 08,5,5,-
1996 09,5,5,-
1996 10,5,5,-
1996 11,5,4.82,-
1996 12,5,4.8,-
1997 01,4.84,4.79,-
1997 02,4.82,4.78,-
1997 03,4.79,4.57,-
1997 04,4.78,4.55,-
1997 05,4.74,4.54,-
1997 06,4.67,4.53,-
1997 07,4.55,4.32,-
1997 08,4.54,4.31,-
1997 09,4.52,4.3,-
1997 10,4.33,4.3,-
1997 11,4.3,4.3,-
1997 12,4.3,4.3,-
1998 01,4.3,4.3,-
1998 02,4.3,4.05,-
1998 03,4.3,4.05,-
1998 04,4.29,4.05,-
1998 05,4.17,4.05,-
1998 06,4.06,4.05,-
1998 07,4.05,4.05,-
1998 08,4.05,4.05,-
1998 09,4.05,4.05,-
1998 10,4.05,4.05,-
1998 11,4.05,4.03,-
1998 12,4.05,4.02,-
1999 01,4.05,4.02,-
1999 02,4.04,4.02,-
1999 03,4.04,3.98,-
1999 04,4.03,3.95,-
1999 05,4.01,3.82,-
1999 06,3.97,3.8,-
1999 07,3.91,3.8,-
1999 08,3.82,3.8,-
1999 09,3.8,3.8,-
1999 10,3.8,3.8,-
1999 11,3.8,3.93,-
1999 12,3.8,4.08,-
2000 01,3.8,4.08,-
