BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1997,48469,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1998,49165,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1999,49708,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2000,50562,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2001,51451,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2002,52395,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2003,53361,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2004,54630,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2005,55750,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2006,56815,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2007,57655,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2008,59225,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2009,60120,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2010,62381,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2011,62805,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2012,63551,Whg.,Anzahl Wohnungen
0,Bezirk Bülach,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2013,64894,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1990,23628,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1991,23979,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1992,24432,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1993,24896,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1994,25563,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1995,26655,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1996,27368,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1997,27980,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1998,28799,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1999,29430,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2000,30058,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2001,30398,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2002,30794,Whg.,Anzahl Wohnungen
